"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"06.06.2023 21:45 - 06.06.2023 22:00","40","40","","1221","1047","","6466","5844",""
"06.06.2023 22:00 - 06.06.2023 22:15","0","0","","1242","1055","","6491","5852",""
"06.06.2023 22:15 - 06.06.2023 22:30","0","0","","1246","1050","","6437","5813",""
"06.06.2023 22:30 - 06.06.2023 22:45","0","0","","1249","1051","","6379","5772",""
"06.06.2023 22:45 - 06.06.2023 23:00","0","0","","1249","1047","","6312","5721",""
"06.06.2023 23:00 - 06.06.2023 23:15","0","0","","1251","1045","","6230","5667",""
"06.06.2023 23:15 - 06.06.2023 23:30","0","0","","1253","1046","","6035","5526",""
"06.06.2023 23:30 - 06.06.2023 23:45","0","0","","1245","1044","","5831","5380",""
"06.06.2023 23:45 - 07.06.2023 00:00","0","0","","1239","1047","","5614","5220",""
"07.06.2023 00:00 - 07.06.2023 00:15","0","0","","1043","911","","5134","4558",""
"07.06.2023 00:15 - 07.06.2023 00:30","0","0","","1043","913","","5008","4288",""
"07.06.2023 00:30 - 07.06.2023 00:45","0","0","","1042","882","","4877","4187",""
"07.06.2023 00:45 - 07.06.2023 01:00","0","0","","1040","912","","4742","4084",""
"07.06.2023 01:00 - 07.06.2023 01:15","0","0","","984","950","","4604","3950",""
"07.06.2023 01:15 - 07.06.2023 01:30","0","0","","974","1001","","4517","3770",""
"07.06.2023 01:30 - 07.06.2023 01:45","0","0","","967","1029","","4435","3703",""
"07.06.2023 01:45 - 07.06.2023 02:00","0","0","","961","1039","","4367","3630",""
"07.06.2023 02:00 - 07.06.2023 02:15","0","0","","952","1060","","4307","3609",""
"07.06.2023 02:15 - 07.06.2023 02:30","0","0","","946","1076","","4196","3533",""
"07.06.2023 02:30 - 07.06.2023 02:45","0","0","","939","1084","","4064","3435",""
"07.06.2023 02:45 - 07.06.2023 03:00","0","0","","936","1056","","3919","3353",""
"07.06.2023 03:00 - 07.06.2023 03:15","0","0","","932","1030","","3774","3283",""
"07.06.2023 03:15 - 07.06.2023 03:30","0","0","","932","1010","","3676","3183",""
"07.06.2023 03:30 - 07.06.2023 03:45","0","0","","930","999","","3582","3113",""
"07.06.2023 03:45 - 07.06.2023 04:00","0","0","","928","1012","","3490","3030",""
"07.06.2023 04:00 - 07.06.2023 04:15","0","0","","927","1030","","3399","2955",""
"07.06.2023 04:15 - 07.06.2023 04:30","0","0","","929","1036","","3328","2921",""
"07.06.2023 04:30 - 07.06.2023 04:45","0","0","","929","1049","","3263","2842",""
"07.06.2023 04:45 - 07.06.2023 05:00","2","11","","932","1058","","3191","2780",""
"07.06.2023 05:00 - 07.06.2023 05:15","28","27","","936","1073","","3127","2743",""
"07.06.2023 05:15 - 07.06.2023 05:30","141","125","","934","1059","","3043","2737",""
"07.06.2023 05:30 - 07.06.2023 05:45","382","346","","927","1074","","2954","2707",""
"07.06.2023 05:45 - 07.06.2023 06:00","742","747","","921","1066","","2851","2719",""
"07.06.2023 06:00 - 07.06.2023 06:15","1309","1321","","892","1033","","2746","2690",""
"07.06.2023 06:15 - 07.06.2023 06:30","2120","2137","","878","995","","2610","2598",""
"07.06.2023 06:30 - 07.06.2023 06:45","3093","3073","","867","949","","2475","2512",""
"07.06.2023 06:45 - 07.06.2023 07:00","4189","4123","","859","902","","2319","2360",""
"07.06.2023 07:00 - 07.06.2023 07:15","5382","5228","","848","884","","2158","2219",""
"07.06.2023 07:15 - 07.06.2023 07:30","6678","6388","","834","886","","1957","1997",""
"07.06.2023 07:30 - 07.06.2023 07:45","8073","7743","","814","904","","1763","1760",""
"07.06.2023 07:45 - 07.06.2023 08:00","9541","9275","","790","887","","1590","1508",""
"07.06.2023 08:00 - 07.06.2023 08:15","11093","10995","","772","868","","1446","1302",""
"07.06.2023 08:15 - 07.06.2023 08:30","12703","12744","","750","853","","1330","1174",""
"07.06.2023 08:30 - 07.06.2023 08:45","14339","14507","","733","834","","1203","1066",""
"07.06.2023 08:45 - 07.06.2023 09:00","15946","16204","","719","816","","1074","947",""
"07.06.2023 09:00 - 07.06.2023 09:15","17498","17775","","701","797","","947","866",""
"07.06.2023 09:15 - 07.06.2023 09:30","19002","19352","","684","776","","927","870",""
"07.06.2023 09:30 - 07.06.2023 09:45","20441","20838","","670","762","","908","875",""
"07.06.2023 09:45 - 07.06.2023 10:00","21812","22246","","652","739","","891","881",""
"07.06.2023 10:00 - 07.06.2023 10:15","23117","23577","","634","721","","879","884",""
"07.06.2023 10:15 - 07.06.2023 10:30","24358","24835","","625","709","","892","901",""
"07.06.2023 10:30 - 07.06.2023 10:45","25516","26013","","617","695","","903","919",""
"07.06.2023 10:45 - 07.06.2023 11:00","26628","27125","","607","681","","918","939",""
"07.06.2023 11:00 - 07.06.2023 11:15","27782","28013","","600","673","","932","965",""
"07.06.2023 11:15 - 07.06.2023 11:30","28656","28874","","602","669","","953","1007",""
"07.06.2023 11:30 - 07.06.2023 11:45","29435","29675","","604","665","","970","1051",""
"07.06.2023 11:45 - 07.06.2023 12:00","30062","30398","","604","664","","992","1092",""
"07.06.2023 12:00 - 07.06.2023 12:15","30534","30980","","609","657","","1018","1134",""
"07.06.2023 12:15 - 07.06.2023 12:30","30904","31461","","614","660","","1062","1199",""
"07.06.2023 12:30 - 07.06.2023 12:45","31155","31783","","621","660","","1106","1264",""
"07.06.2023 12:45 - 07.06.2023 13:00","31368","32037","","631","663","","1149","1328",""
"07.06.2023 13:00 - 07.06.2023 13:15","31519","32210","","634","664","","1196","1392",""
"07.06.2023 13:15 - 07.06.2023 13:30","31599","32283","","644","682","","1262","1481",""
"07.06.2023 13:30 - 07.06.2023 13:45","31587","32231","","653","700","","1338","1575",""
"07.06.2023 13:45 - 07.06.2023 14:00","31460","32042","","665","714","","1439","1684",""
"07.06.2023 14:00 - 07.06.2023 14:15","31277","31740","","678","732","","1586","1762",""
"07.06.2023 14:15 - 07.06.2023 14:30","30914","31338","","687","768","","1722","1903",""
"07.06.2023 14:30 - 07.06.2023 14:45","30432","30833","","704","800","","1834","2030",""
"07.06.2023 14:45 - 07.06.2023 15:00","29849","30219","","718","833","","1931","2138",""
"07.06.2023 15:00 - 07.06.2023 15:15","29197","29502","","734","777","","2020","2236",""
"07.06.2023 15:15 - 07.06.2023 15:30","28446","28674","","754","806","","2132","2356",""
"07.06.2023 15:30 - 07.06.2023 15:45","27594","27748","","782","831","","2242","2482",""
"07.06.2023 15:45 - 07.06.2023 16:00","26637","26721","","804","863","","2344","2596",""
"07.06.2023 16:00 - 07.06.2023 16:15","25581","25584","","825","896","","2446","2710",""
"07.06.2023 16:15 - 07.06.2023 16:30","24442","24347","","856","920","","2559","2821",""
"07.06.2023 16:30 - 07.06.2023 16:45","23178","22985","","885","952","","2677","2936",""
"07.06.2023 16:45 - 07.06.2023 17:00","21813","21559","","916","972","","2795","3044",""
"07.06.2023 17:00 - 07.06.2023 17:15","20385","20095","","943","994","","2906","3139",""
"07.06.2023 17:15 - 07.06.2023 17:30","18812","18501","","966","1019","","3029","3206",""
"07.06.2023 17:30 - 07.06.2023 17:45","17149","16851","","995","1041","","3151","3276",""
"07.06.2023 17:45 - 07.06.2023 18:00","15425","15153","","1023","1061","","3285","3357",""
"07.06.2023 18:00 - 07.06.2023 18:15","13671","13437","","1047","1072","","3418","3432",""
"07.06.2023 18:15 - 07.06.2023 18:30","11919","11700","","1065","1077","","3573","3528",""
"07.06.2023 18:30 - 07.06.2023 18:45","10194","10013","","1087","1081","","3720","3615",""
"07.06.2023 18:45 - 07.06.2023 19:00","8553","8399","","1106","1083","","3864","3718",""
"07.06.2023 19:00 - 07.06.2023 19:15","7040","6879","","1120","1083","","3994","3808",""
"07.06.2023 19:15 - 07.06.2023 19:30","5679","5498","","1124","1075","","4141","3895",""
"07.06.2023 19:30 - 07.06.2023 19:45","4508","4337","","1125","1072","","4269","3967",""
"07.06.2023 19:45 - 07.06.2023 20:00","3541","3391","","1128","1067","","4360","3989",""
"07.06.2023 20:00 - 07.06.2023 20:15","2704","2600","","1128","1064","","4371","3970",""
"07.06.2023 20:15 - 07.06.2023 20:30","1923","1865","","1120","1053","","4437","4031",""
"07.06.2023 20:30 - 07.06.2023 20:45","1206","1198","","1112","1045","","4569","4146",""
"07.06.2023 20:45 - 07.06.2023 21:00","619","630","","1096","1037","","4754","4302",""
"07.06.2023 21:00 - 07.06.2023 21:15","284","293","","1080","1028","","4972","4483",""
"07.06.2023 21:15 - 07.06.2023 21:30","135","132","","1062","1014","","5231","4725",""
"07.06.2023 21:30 - 07.06.2023 21:45","51","51","","1042","1002","","5469","4959",""
"07.06.2023 21:45 - 07.06.2023 22:00","32","30","","1031","985","","5696","5202",""
"07.06.2023 22:00 - 07.06.2023 22:15","13","14","","1035","987","","5887","5409",""
"07.06.2023 22:15 - 07.06.2023 22:30","0","0","","1021","975","","6017","5584",""
"07.06.2023 22:30 - 07.06.2023 22:45","0","0","","1008","963","","6139","5755",""
"07.06.2023 22:45 - 07.06.2023 23:00","0","0","","990","951","","6246","5910",""
"07.06.2023 23:00 - 07.06.2023 23:15","0","0","","976","939","","6341","6056",""
"07.06.2023 23:15 - 07.06.2023 23:30","0","0","","963","933","","6286","6032",""
"07.06.2023 23:30 - 07.06.2023 23:45","0","0","","956","927","","6226","6002",""
"07.06.2023 23:45 - 08.06.2023 00:00","0","0","","944","918","","6159","5938",""
"08.06.2023 00:00 - 08.06.2023 00:15","0","0","","1017","795","","6232","6482",""
"08.06.2023 00:15 - 08.06.2023 00:30","0","0","","1016","821","","6095","6263",""
"08.06.2023 00:30 - 08.06.2023 00:45","0","0","","1022","798","","5950","6105",""
"08.06.2023 00:45 - 08.06.2023 01:00","0","0","","1026","799","","5816","5957",""
"08.06.2023 01:00 - 08.06.2023 01:15","0","0","","997","825","","5672","5839",""
"08.06.2023 01:15 - 08.06.2023 01:30","0","0","","1013","857","","5572","5742",""
"08.06.2023 01:30 - 08.06.2023 01:45","0","0","","1026","902","","5487","5680",""
"08.06.2023 01:45 - 08.06.2023 02:00","0","0","","1043","928","","5421","5593",""
"08.06.2023 02:00 - 08.06.2023 02:15","0","0","","1056","958","","5378","5595",""
"08.06.2023 02:15 - 08.06.2023 02:30","0","0","","1070","960","","5285","5485",""
"08.06.2023 02:30 - 08.06.2023 02:45","0","0","","1079","990","","5166","5337",""
"08.06.2023 02:45 - 08.06.2023 03:00","0","0","","1088","1024","","5030","5206",""
"08.06.2023 03:00 - 08.06.2023 03:15","0","0","","1101","1022","","4890","5043",""
"08.06.2023 03:15 - 08.06.2023 03:30","0","0","","1113","1050","","4785","4766",""
"08.06.2023 03:30 - 08.06.2023 03:45","0","0","","1132","1037","","4684","4591",""
"08.06.2023 03:45 - 08.06.2023 04:00","0","0","","1145","1026","","4581","4459",""
"08.06.2023 04:00 - 08.06.2023 04:15","0","0","","1161","1043","","4479","4298",""
"08.06.2023 04:15 - 08.06.2023 04:30","0","0","","1171","1057","","4422","4203",""
"08.06.2023 04:30 - 08.06.2023 04:45","0","0","","1182","1050","","4367","4122",""
"08.06.2023 04:45 - 08.06.2023 05:00","3","6","","1193","1035","","4307","3953",""
"08.06.2023 05:00 - 08.06.2023 05:15","34","34","","1201","1026","","4255","3882",""
"08.06.2023 05:15 - 08.06.2023 05:30","174","142","","1196","1034","","4163","3810",""
"08.06.2023 05:30 - 08.06.2023 05:45","475","404","","1194","1020","","4053","3744",""
"08.06.2023 05:45 - 08.06.2023 06:00","901","832","","1193","1009","","3939","3732",""
"08.06.2023 06:00 - 08.06.2023 06:15","1517","1442","","1165","995","","3841","3670",""
"08.06.2023 06:15 - 08.06.2023 06:30","2340","2316","","1153","986","","3680","3886",""
"08.06.2023 06:30 - 08.06.2023 06:45","3362","3371","","1146","981","","3498","3698",""
"08.06.2023 06:45 - 08.06.2023 07:00","4578","4571","","1143","976","","3308","3577",""
"08.06.2023 07:00 - 08.06.2023 07:15","5999","5995","","1131","978","","3091","3438",""
"08.06.2023 07:15 - 08.06.2023 07:30","7592","7576","","1119","941","","2752","3057",""
"08.06.2023 07:30 - 08.06.2023 07:45","9301","9257","","1107","915","","2404","2616",""
"08.06.2023 07:45 - 08.06.2023 08:00","11133","10975","","1093","912","","2059","2246",""
"08.06.2023 08:00 - 08.06.2023 08:15","13153","12948","","1080","903","","1734","1932",""
"08.06.2023 08:15 - 08.06.2023 08:30","15121","14909","","1065","892","","1507","1708",""
"08.06.2023 08:30 - 08.06.2023 08:45","17109","16764","","1044","878","","1332","1543",""
"08.06.2023 08:45 - 08.06.2023 09:00","19048","18623","","1026","865","","1182","1321",""
"08.06.2023 09:00 - 08.06.2023 09:15","20943","20527","","1011","849","","1073","1188",""
"08.06.2023 09:15 - 08.06.2023 09:30","22784","22383","","988","831","","1052","1169",""
"08.06.2023 09:30 - 08.06.2023 09:45","24510","24134","","968","816","","1038","1153",""
"08.06.2023 09:45 - 08.06.2023 10:00","26090","25781","","949","801","","1032","1143",""
"08.06.2023 10:00 - 08.06.2023 10:15","27552","27308","","931","782","","1046","1141",""
"08.06.2023 10:15 - 08.06.2023 10:30","28864","28705","","931","791","","1093","1170",""
"08.06.2023 10:30 - 08.06.2023 10:45","30015","29944","","926","778","","1145","1201",""
"08.06.2023 10:45 - 08.06.2023 11:00","31045","31031","","922","769","","1189","1233",""
"08.06.2023 11:00 - 08.06.2023 11:15","31786","31708","","917","757","","1228","1266",""
"08.06.2023 11:15 - 08.06.2023 11:30","32513","32453","","924","763","","1291","1334",""
"08.06.2023 11:30 - 08.06.2023 11:45","33118","33050","","929","766","","1349","1400",""
"08.06.2023 11:45 - 08.06.2023 12:00","33626","33519","","935","777","","1406","1465",""
"08.06.2023 12:00 - 08.06.2023 12:15","34009","33846","","943","785","","1458","1534",""
"08.06.2023 12:15 - 08.06.2023 12:30","34273","34038","","959","798","","1549","1630",""
"08.06.2023 12:30 - 08.06.2023 12:45","34430","34122","","978","812","","1636","1727",""
"08.06.2023 12:45 - 08.06.2023 13:00","34459","34116","","994","825","","1722","1823",""
"08.06.2023 13:00 - 08.06.2023 13:15","34345","33990","","1017","838","","1811","1924",""
"08.06.2023 13:15 - 08.06.2023 13:30","34104","33719","","1053","866","","1942","2079",""
"08.06.2023 13:30 - 08.06.2023 13:45","33762","33338","","1080","893","","2080","2242",""
"08.06.2023 13:45 - 08.06.2023 14:00","33304","32849","","1113","926","","2244","2418",""
"08.06.2023 14:00 - 08.06.2023 14:15","32529","32174","","1145","963","","2492","2573",""
"08.06.2023 14:15 - 08.06.2023 14:30","31835","31461","","1188","1006","","2736","2818",""
"08.06.2023 14:30 - 08.06.2023 14:45","31035","30691","","1233","1054","","2966","3056",""
"08.06.2023 14:45 - 08.06.2023 15:00","30141","29870","","1271","1102","","3167","3279",""
"08.06.2023 15:00 - 08.06.2023 15:15","29180","28967","","1311","1102","","3363","3494",""
"08.06.2023 15:15 - 08.06.2023 15:30","28153","27977","","1352","1152","","3487","3697",""
"08.06.2023 15:30 - 08.06.2023 15:45","27075","26899","","1397","1207","","3614","3909",""
"08.06.2023 15:45 - 08.06.2023 16:00","25959","25757","","1435","1259","","3726","4108",""
"08.06.2023 16:00 - 08.06.2023 16:15","24836","24576","","1477","1309","","3840","4314",""
"08.06.2023 16:15 - 08.06.2023 16:30","23617","23298","","1513","1350","","3983","4508",""
"08.06.2023 16:30 - 08.06.2023 16:45","22319","21972","","1549","1393","","4124","4704",""
"08.06.2023 16:45 - 08.06.2023 17:00","20968","20619","","1586","1431","","4258","4891",""
"08.06.2023 17:00 - 08.06.2023 17:15","19773","19417","","1622","1467","","4376","5051",""
"08.06.2023 17:15 - 08.06.2023 17:30","18343","17972","","1648","1488","","4468","5140",""
"08.06.2023 17:30 - 08.06.2023 17:45","16736","16383","","1678","1517","","4578","5216",""
"08.06.2023 17:45 - 08.06.2023 18:00","15117","14768","","1707","1540","","4681","5292",""
"08.06.2023 18:00 - 08.06.2023 18:15","13488","13146","","1734","1564","","4774","5349",""
"08.06.2023 18:15 - 08.06.2023 18:30","11845","11520","","1752","1580","","4851","5375",""
"08.06.2023 18:30 - 08.06.2023 18:45","10246","9939","","1770","1595","","4917","5391",""
"08.06.2023 18:45 - 08.06.2023 19:00","8699","8407","","1791","1617","","4993","5418",""
"08.06.2023 19:00 - 08.06.2023 19:15","7197","6949","","1803","1626","","5051","5418",""
"08.06.2023 19:15 - 08.06.2023 19:30","5806","5606","","1803","1624","","5144","5422",""
"08.06.2023 19:30 - 08.06.2023 19:45","4587","4447","","1799","1619","","5209","5406",""
"08.06.2023 19:45 - 08.06.2023 20:00","3579","3486","","1797","1617","","5216","5341",""
"08.06.2023 20:00 - 08.06.2023 20:15","2737","2676","","1793","1612","","5199","5254",""
"08.06.2023 20:15 - 08.06.2023 20:30","1951","1910","","1766","1594","","5321","5300",""
"08.06.2023 20:30 - 08.06.2023 20:45","1248","1214","","1739","1572","","5523","5412",""
"08.06.2023 20:45 - 08.06.2023 21:00","674","647","","1710","1555","","5800","5579",""
"08.06.2023 21:00 - 08.06.2023 21:15","333","309","","1683","1535","","6128","5824",""
"08.06.2023 21:15 - 08.06.2023 21:30","159","142","","1644","1503","","6580","6246",""
"08.06.2023 21:30 - 08.06.2023 21:45","64","46","","1607","1474","","6991","6640",""
"08.06.2023 21:45 - 08.06.2023 22:00","38","17","","1565","1441","","7395","7023",""
"08.06.2023 22:00 - 08.06.2023 22:15","12","12","","1543","1427","","7737","7345",""
"08.06.2023 22:15 - 08.06.2023 22:30","0","0","","1495","1388","","7971","7572",""
"08.06.2023 22:30 - 08.06.2023 22:45","0","0","","1446","1343","","8200","7784",""
"08.06.2023 22:45 - 08.06.2023 23:00","0","0","","1401","1304","","8409","7965",""
"08.06.2023 23:00 - 08.06.2023 23:15","0","0","","1348","1263","","8605","8126",""
"08.06.2023 23:15 - 08.06.2023 23:30","0","0","","1312","1230","","8529","8077",""
"08.06.2023 23:30 - 08.06.2023 23:45","0","0","","1264","1199","","8449","8025",""
"08.06.2023 23:45 - 09.06.2023 00:00","0","0","","1226","1165","","8347","7959",""
"09.06.2023 00:00 - 09.06.2023 00:15","0","0","","1201","1618","","7772","8001",""
"09.06.2023 00:15 - 09.06.2023 00:30","0","0","","1174","1590","","7654","7613",""
"09.06.2023 00:30 - 09.06.2023 00:45","0","0","","1146","1514","","7537","7417",""
"09.06.2023 00:45 - 09.06.2023 01:00","0","0","","1118","1472","","7419","7399",""
"09.06.2023 01:00 - 09.06.2023 01:15","0","0","","977","1457","","7292","7312",""
"09.06.2023 01:15 - 09.06.2023 01:30","0","0","","959","1452","","7207","7226",""
"09.06.2023 01:30 - 09.06.2023 01:45","0","0","","945","1430","","7140","7112",""
"09.06.2023 01:45 - 09.06.2023 02:00","0","0","","924","1372","","7089","7078",""
"09.06.2023 02:00 - 09.06.2023 02:15","0","0","","912","1304","","7081","7017",""
"09.06.2023 02:15 - 09.06.2023 02:30","0","0","","903","1254","","7016","6912",""
"09.06.2023 02:30 - 09.06.2023 02:45","0","0","","889","1181","","6928","6812",""
"09.06.2023 02:45 - 09.06.2023 03:00","0","0","","875","1116","","6833","6714",""
"09.06.2023 03:00 - 09.06.2023 03:15","0","0","","865","1093","","6726","6731",""
"09.06.2023 03:15 - 09.06.2023 03:30","0","0","","851","1081","","6639","6399",""
